pattern,html_path,pdf_path,location,symmetry,website,set,svg_path
BON84,html/data212/BON84.html,contents/data212/BON84.pdf,"Bu 'Inaniyya madrasah, Fez",pmm,https://tilingsearch.mit.edu/HTML/data212/BON84.html,set1,contents/data212/BON84.svg
BON105,html/data212/BON105.html,contents/data212/BON105.pdf,"Friday Mosque, Isfahan",p4m,https://tilingsearch.mit.edu/HTML/data212/BON105.html,set1,contents/data212/BON105.svg
BON113,html/data212/BON113.html,contents/data212/BON113.pdf,Mausoleum of Uljaytu,pmm,https://tilingsearch.mit.edu/HTML/data212/BON113.html,set1,contents/data212/BON113.svg
BON51,html/data212/BON51.html,contents/data212/BON51.pdf,"Badiâ Palace, Marrakesh, Morocco",p4m,https://tilingsearch.mit.edu/HTML/data212/BON51.html,set1,contents/data212/BON51.svg
BON88,html/data212/BON88.html,contents/data212/BON88.pdf,"Friday Mosque, Kerman",pmm,https://tilingsearch.mit.edu/HTML/data212/BON88.html,set1,contents/data212/BON88.svg
BON125,html/data212/BON125.html,contents/data212/BON125.pdf,Minaret of Jam,p6m,https://tilingsearch.mit.edu/HTML/data212/BON125.html,set1,contents/data212/BON125.svg
BON109,html/data212/BON109.html,contents/data212/BON109.pdf,"Ahlat gravestone, Turkey",p6m,https://tilingsearch.mit.edu/HTML/data212/BON109.html,set1,contents/data212/BON109.svg
BON89,html/data212/BON89.html,contents/data212/BON89.pdf,"Huand Hatun complex, Kayseri",cm,https://tilingsearch.mit.edu/HTML/data212/BON89.html,set1,contents/data212/BON89.svg
BON104,html/data212/BON104.html,contents/data212/BON104.pdf,"Bourgoin, Plate 163",p4m,https://tilingsearch.mit.edu/HTML/data212/BON104.html,set1,contents/data212/BON104.svg
BON85,html/data212/BON85.html,contents/data212/BON85.pdf,"Yusuf ben Yakub madrasah, Cay, Turkey",pmm,https://tilingsearch.mit.edu/HTML/data212/BON85.html,set1,contents/data212/BON85.svg
BON77,html/data212/BON77.html,contents/data212/BON77.pdf,"Hekim Bey mosque, Konya",cmm,https://tilingsearch.mit.edu/HTML/data212/BON77.html,set1,contents/data212/BON77.svg
BON94,html/data212/BON94.html,contents/data212/BON94.pdf,"Izzeddin Kaykavus hospital and mausoleum, Sivas",pmm,https://tilingsearch.mit.edu/HTML/data212/BON94.html,set1,contents/data212/BON94.svg
BON82,html/data212/BON82.html,contents/data212/BON82.pdf,"Mustansiriyah madrasah, Baghdad",cmm,https://tilingsearch.mit.edu/HTML/data212/BON82.html,set1,contents/data212/BON82.svg
BON102,html/data212/BON102.html,contents/data212/BON102.pdf,"Amir Qijmas al-Ishaqi, Cairo",cmm,https://tilingsearch.mit.edu/HTML/data212/BON102.html,set1,contents/data212/BON102.svg
BON83,html/data212/BON83.html,contents/data212/BON83.pdf,"Amir Qijmas al-Ishaqi, Cairo",cmm,https://tilingsearch.mit.edu/HTML/data212/BON83.html,set1,contents/data212/BON83.svg
BON95,html/data212/BON95.html,contents/data212/BON95.pdf,Karatay Han,pmm,https://tilingsearch.mit.edu/HTML/data212/BON95.html,set1,contents/data212/BON95.svg
IRA1,html/data212/IRA1.html,contents/data212/IRA1.pdf,"Seyyed mosque, Isfahan",cmm,https://tilingsearch.mit.edu/HTML/data212/IRA1.html,set3,contents/data212/IRA1.svg
BON99,html/data212/BON99.html,contents/data212/BON99.pdf,"Alaeddin mosque, Nidge",cmm,https://tilingsearch.mit.edu/HTML/data212/BON99.html,set1,contents/data212/BON99.svg
MIR18,html/data215/MIR18.html,contents/data215/MIR18.pdf,Darb-i Imam,cmm,https://tilingsearch.mit.edu/HTML/data215/MIR18.html,set2,contents/data215/MIR18.svg
MB4,html/data215/MB4.html,contents/data215/MB4.pdf,"Cifte minareli madrasah, Sivas",p6m,https://tilingsearch.mit.edu/HTML/data215/MB4.html,set2,contents/data215/MB4.svg
MIR14,html/data215/MIR14.html,contents/data215/MIR14.pdf,"Hakim mosque, Isfahan",pmm,https://tilingsearch.mit.edu/HTML/data215/MIR14.html,set2,contents/data215/MIR14.svg
MIR15,html/data215/MIR15.html,contents/data215/MIR15.pdf,Turkman village near Samarkand,p4m,https://tilingsearch.mit.edu/HTML/data215/MIR15.html,set3,contents/data215/MIR15.svg
MIR19,html/data215/MIR19.html,contents/data215/MIR19.pdf,"After: Dar el Bacha Palace, Marrakesh",p4g,https://tilingsearch.mit.edu/HTML/data215/MIR19.html,set3,contents/data215/MIR19.svg
MB2,html/data215/MB2.html,contents/data215/MB2.pdf,"Hunat hatun tomb, Kayseri",p4,https://tilingsearch.mit.edu/HTML/data215/MB2.html,set2,contents/data215/MB2.svg
MB3,html/data215/MB3.html,contents/data215/MB3.pdf,"Tas Han, Cay",p6m,https://tilingsearch.mit.edu/HTML/data215/MB3.html,set3,contents/data215/MB3.svg
SK12,html/data215/SK12.html,contents/data215/SK12.pdf,"The Citadel, Aleppo",p4m,https://tilingsearch.mit.edu/HTML/data215/SK12.html,set3,contents/data215/SK12.svg
AL3,html/data215/AL3.html,contents/data215/AL3.pdf,"Alhambra drawing, Salon de Comares",p4m,https://tilingsearch.mit.edu/HTML/data215/AL3.html,set1,contents/data215/AL3.svg
VAN1,html/data215/VAN1.html,contents/data215/VAN1.pdf,"Great mosque, Van",p6m,https://tilingsearch.mit.edu/HTML/data215/VAN1.html,set3,contents/data215/VAN1.svg
MIR20,html/data215/MIR20.html,contents/data215/MIR20.pdf,"Sultan Ahmed Mosque, Istanbul",cmm,https://tilingsearch.mit.edu/HTML/data215/MIR20.html,set3,contents/data215/MIR20.svg
MB7,html/data215/MB7.html,contents/data215/MB7.pdf,"Sultan Han,",p6m,https://tilingsearch.mit.edu/HTML/data215/MB7.html,set2,contents/data215/MB7.svg
AL4,html/data215/AL4.html,contents/data215/AL4.pdf,"Alhambra, BaÃ±o Real",p4m,https://tilingsearch.mit.edu/HTML/data215/AL4.html,set1,contents/data215/AL4.svg
MIR21,html/data215/MIR21.html,contents/data215/MIR21.pdf,"Tomb of Iwan Skwarcov, Warsaw",p4m,https://tilingsearch.mit.edu/HTML/data215/MIR21.html,set2,contents/data215/MIR21.svg
BELL1A,html/data215/BELL1A.html,contents/data215/BELL1A.pdf,"Fatehpur Sikri, Friday Mosque",p6m,https://tilingsearch.mit.edu/HTML/data215/BELL1A.html,set1,contents/data215/BELL1A.svg
MM1,html/data206/MM1.html,contents/data206/MM1.pdf,"Ibn Battuta Mall, Dubai",p6m,https://tilingsearch.mit.edu/HTML/data206/MM1.html,set2,contents/data206/MM1.svg
SM7,html/data206/SM7.html,contents/data206/SM7.pdf,Fatehpur Sikri,p4m,https://tilingsearch.mit.edu/HTML/data206/SM7.html,set2,contents/data206/SM7.svg
S14A,html/data206/S14A.html,contents/data206/S14A.pdf,Isfahan - Chehel Sotoun Palace,p6m,https://tilingsearch.mit.edu/HTML/data206/S14A.html,set2,contents/data206/S14A.svg
SM10,html/data206/SM10.html,contents/data206/SM10.pdf,"Fatehpur Sikri, Salim Chishti's Tomb",p6m,https://tilingsearch.mit.edu/HTML/data206/SM10.html,set2,contents/data206/SM10.svg
IND1016,html/data206/IND1016.html,contents/data206/IND1016.pdf,"Maharajah's Palace, Jaipur",p6m,https://tilingsearch.mit.edu/HTML/data206/IND1016.html,set3,contents/data206/IND1016.svg
SM30,html/data206/SM30.html,contents/data206/SM30.pdf,Fatehpur Sikri,p6m,https://tilingsearch.mit.edu/HTML/data206/SM30.html,set2,contents/data206/SM30.svg
SM27,html/data206/SM27.html,contents/data206/SM27.pdf,Fatehpur Sikri,p4m,https://tilingsearch.mit.edu/HTML/data206/SM27.html,set2,contents/data206/SM27.svg
SM31,html/data206/SM31.html,contents/data206/SM31.pdf,Fatehpur Sikri,p4,https://tilingsearch.mit.edu/HTML/data206/SM31.html,set3,contents/data206/SM31.svg
SM11,html/data206/SM11.html,contents/data206/SM11.pdf,"Fatehpur Sikri, Salim Chishti's Tomb",p6m,https://tilingsearch.mit.edu/HTML/data206/SM11.html,set3,contents/data206/SM11.svg
SM6,html/data206/SM6.html,contents/data206/SM6.pdf,Fatehpur Sikri,cmm,https://tilingsearch.mit.edu/HTML/data206/SM6.html,set3,contents/data206/SM6.svg
SM20,html/data206/SM20.html,contents/data206/SM20.pdf,"Fatehpur Sikri, Rajah Birbal's House",pmm,https://tilingsearch.mit.edu/HTML/data206/SM20.html,set2,contents/data206/SM20.svg
SM1,html/data206/SM1.html,contents/data206/SM1.pdf,"Fatehpur Sikri, Salim Chishti's Tomb",p6m,https://tilingsearch.mit.edu/HTML/data206/SM1.html,set3,contents/data206/SM1.svg
SM16,html/data206/SM16.html,contents/data206/SM16.pdf,Fatehpur Sikri,pmm,https://tilingsearch.mit.edu/HTML/data206/SM16.html,set3,contents/data206/SM16.svg
SM17,html/data206/SM17.html,contents/data206/SM17.pdf,Fatehpur Sikri,p6,https://tilingsearch.mit.edu/HTML/data206/SM17.html,set2,contents/data206/SM17.svg
SM18,html/data206/SM18.html,contents/data206/SM18.pdf,Fatehpur Sikri,p6m,https://tilingsearch.mit.edu/HTML/data206/SM18.html,set3,contents/data206/SM18.svg
SM22,html/data206/SM22.html,contents/data206/SM22.pdf,Fatehpur Sikri,cmm,https://tilingsearch.mit.edu/HTML/data206/SM22.html,set2,contents/data206/SM22.svg
SM3,html/data206/SM3.html,contents/data206/SM3.pdf,"Fatehpur Sikri, Salim Chrishti's Tomb",p4m,https://tilingsearch.mit.edu/HTML/data206/SM3.html,set3,contents/data206/SM3.svg
SM2,html/data206/SM2.html,contents/data206/SM2.pdf,"Fatehpur Sikri, Salim Chishti's Tomb",p4,https://tilingsearch.mit.edu/HTML/data206/SM2.html,set3,contents/data206/SM2.svg
SM23,html/data206/SM23.html,contents/data206/SM23.pdf,Fatehpur Sikri,p3m1,https://tilingsearch.mit.edu/HTML/data206/SM23.html,set3,contents/data206/SM23.svg
SM19,html/data206/SM19.html,contents/data206/SM19.pdf,"Fatehpur Sikri, Rajah Birbal's House",p6m,https://tilingsearch.mit.edu/HTML/data206/SM19.html,set2,contents/data206/SM19.svg
SM12,html/data206/SM12.html,contents/data206/SM12.pdf,Fatehpur Sikri,p4m,https://tilingsearch.mit.edu/HTML/data206/SM12.html,set2,contents/data206/SM12.svg
SM28,html/data206/SM28.html,contents/data206/SM28.pdf,Fatehpur Sikri,cmm,https://tilingsearch.mit.edu/HTML/data206/SM28.html,set3,contents/data206/SM28.svg
SM5,html/data206/SM5.html,contents/data206/SM5.pdf,Fatehpur Sikri,p4m,https://tilingsearch.mit.edu/HTML/data206/SM5.html,set2,contents/data206/SM5.svg
SM24,html/data206/SM24.html,contents/data206/SM24.pdf,Fatehpur Sikri,p4,https://tilingsearch.mit.edu/HTML/data206/SM24.html,set2,contents/data206/SM24.svg
IND0408,html/data206/IND0408.html,contents/data206/IND0408.pdf,"Taj Mahal, Agra",p6m,https://tilingsearch.mit.edu/HTML/data206/IND0408.html,set2,contents/data206/IND0408.svg
SM8,html/data206/SM8.html,contents/data206/SM8.pdf,"Fatehpur Sikri, Bibi Zainub's Tomb",p4,https://tilingsearch.mit.edu/HTML/data206/SM8.html,set3,contents/data206/SM8.svg
SM25,html/data206/SM25.html,contents/data206/SM25.pdf,Fatehpur Sikri,p4m,https://tilingsearch.mit.edu/HTML/data206/SM25.html,set3,contents/data206/SM25.svg
IND0917,html/data206/IND0917.html,contents/data206/IND0917.pdf,"Amber Palace, Jaipur",p6m,https://tilingsearch.mit.edu/HTML/data206/IND0917.html,set3,contents/data206/IND0917.svg
SM4,html/data206/SM4.html,contents/data206/SM4.pdf,"Fatehpur Sikri, Salim Chrishti's Tomb",p4,https://tilingsearch.mit.edu/HTML/data206/SM4.html,set3,contents/data206/SM4.svg
SM29,html/data206/SM29.html,contents/data206/SM29.pdf,Fatehpur Sikri,p4m,https://tilingsearch.mit.edu/HTML/data206/SM29.html,set2,contents/data206/SM29.svg
IRA1617,html/data201/IRA1617.html,contents/data201/IRA1617.pdf,"Masjid-e-Sayyed, Isfahan",p4m,https://tilingsearch.mit.edu/HTML/data201/IRA1617.html,set2,contents/data201/IRA1617.svg
JWW2,html/data201/JWW2.html,contents/data201/JWW2.pdf,Tomb of Sultan Qalawun,p6m,https://tilingsearch.mit.edu/HTML/data201/JWW2.html,set2,contents/data201/JWW2.svg
LOU062,html/data201/LOU062.html,contents/data201/LOU062.pdf,"Spanish tile, Louvre",p4m,https://tilingsearch.mit.edu/HTML/data201/LOU062.html,set3,contents/data201/LOU062.svg
BAGH2,html/data201/BAGH2.html,contents/data201/BAGH2.pdf,Bagh-e Dolat Abad,p4m,https://tilingsearch.mit.edu/HTML/data201/BAGH2.html,set1,contents/data201/BAGH2.svg
SUL1,html/data201/SUL1.html,contents/data201/SUL1.pdf,Panel from Suleymaniye Mosque,cmm,https://tilingsearch.mit.edu/HTML/data201/SUL1.html,set2,contents/data201/SUL1.svg
F8785,html/data201/F8785.html,contents/data201/F8785.pdf,"Jamal al-Din al-Dhahabi, Cairo",p6m,https://tilingsearch.mit.edu/HTML/data201/F8785.html,set2,contents/data201/F8785.svg
STAR,html/data201/STAR.html,contents/data201/STAR.pdf,"Imamzeda Darbi Islam, Isfahan",cmm,https://tilingsearch.mit.edu/HTML/data201/STAR.html,set2,contents/data201/STAR.svg
JWW3,html/data201/JWW3.html,contents/data201/JWW3.pdf,James William Wild,p6m,https://tilingsearch.mit.edu/HTML/data201/JWW3.html,set3,contents/data201/JWW3.svg
ALR1,html/data201/ALR1.html,contents/data201/ALR1.pdf,al-Rifa'i mosque,p6m,https://tilingsearch.mit.edu/HTML/data201/ALR1.html,set1,contents/data201/ALR1.svg
JWW8,html/data201/JWW8.html,contents/data201/JWW8.pdf,James William Wild,p4m,https://tilingsearch.mit.edu/HTML/data201/JWW8.html,set3,contents/data201/JWW8.svg
JWW4,html/data201/JWW4.html,contents/data201/JWW4.pdf,al-Fadawiyya Mosque,p6,https://tilingsearch.mit.edu/HTML/data201/JWW4.html,set2,contents/data201/JWW4.svg
JWW11,html/data201/JWW11.html,contents/data201/JWW11.pdf,"House in Cairo, Egypt",cmm,https://tilingsearch.mit.edu/HTML/data201/JWW11.html,set3,contents/data201/JWW11.svg
JWW10,html/data201/JWW10.html,contents/data201/JWW10.pdf,Coptic Cross,p4m,https://tilingsearch.mit.edu/HTML/data201/JWW10.html,set2,contents/data201/JWW10.svg
JWW9,html/data201/JWW9.html,contents/data201/JWW9.pdf,James William Wild,cmm,https://tilingsearch.mit.edu/HTML/data201/JWW9.html,set2,contents/data201/JWW9.svg
JWW6,html/data201/JWW6.html,contents/data201/JWW6.pdf,James William Wild,p6m,https://tilingsearch.mit.edu/HTML/data201/JWW6.html,set3,contents/data201/JWW6.svg
JWW7,html/data201/JWW7.html,contents/data201/JWW7.pdf,James William Wild,p4g,https://tilingsearch.mit.edu/HTML/data201/JWW7.html,set2,contents/data201/JWW7.svg
SUL2,html/data201/SUL2.html,contents/data201/SUL2.pdf,Panel from Suleymaniye Mosque,pmm,https://tilingsearch.mit.edu/HTML/data201/SUL2.html,set3,contents/data201/SUL2.svg
JWW1,html/data201/JWW1.html,contents/data201/JWW1.pdf,Coptic pallium,p4m,https://tilingsearch.mit.edu/HTML/data201/JWW1.html,set3,contents/data201/JWW1.svg
CL56,html/data208/CL56.html,contents/data208/CL56.pdf,Alhambra: wall tile (Sens Museum?),p4m,https://tilingsearch.mit.edu/HTML/data208/CL56.html,set1,contents/data208/CL56.svg
FE1,html/data208/FE1.html,contents/data208/FE1.pdf,"French Embassy, Cairo",p4m,https://tilingsearch.mit.edu/HTML/data208/FE1.html,set2,contents/data208/FE1.svg
OK16,html/data208/OK16.html,contents/data208/OK16.pdf,Umm al-Sultan Sha'ban,pmm,https://tilingsearch.mit.edu/HTML/data208/OK16.html,set2,contents/data208/OK16.svg
CL60,html/data208/CL60.html,contents/data208/CL60.pdf,"Tunis: Prime Minister's room, Dar el-Bey",p4m,https://tilingsearch.mit.edu/HTML/data208/CL60.html,set1,contents/data208/CL60.svg
CL20,html/data208/CL20.html,contents/data208/CL20.pdf,"Sculpted panel at the Prime Minister's Office in Dar-el-Bey, Tunis",p6m,https://tilingsearch.mit.edu/HTML/data208/CL20.html,set1,contents/data208/CL20.svg
P252,html/data208/P252.html,contents/data208/P252.pdf,A Mughal period mosque in Multan,p6m,https://tilingsearch.mit.edu/HTML/data208/P252.html,set3,contents/data208/P252.svg
CL41,html/data208/CL41.html,contents/data208/CL41.pdf,"The Bardo, Tunis, Sculptured plaster",p4m,https://tilingsearch.mit.edu/HTML/data208/CL41.html,set1,contents/data208/CL41.svg
CL57,html/data208/CL57.html,contents/data208/CL57.pdf,Tunis: carved plaster - window in the Alaouia Madrasah,p4m,https://tilingsearch.mit.edu/HTML/data208/CL57.html,set1,contents/data208/CL57.svg
FE7,html/data208/FE7.html,contents/data208/FE7.pdf,"French Embassy, Cairo",cmm,https://tilingsearch.mit.edu/HTML/data208/FE7.html,set2,contents/data208/FE7.svg
CL46,html/data208/CL46.html,contents/data208/CL46.pdf,"Tunis, Wall covering",p4m,https://tilingsearch.mit.edu/HTML/data208/CL46.html,set1,contents/data208/CL46.svg
QIJ,html/data208/QIJ.html,contents/data208/QIJ.pdf,"Qijmas al-Ishaqi mosque, Cairo",p4m,https://tilingsearch.mit.edu/HTML/data208/QIJ.html,set2,contents/data208/QIJ.svg
TIEM294,html/data208/TIEM294.html,contents/data208/TIEM294.pdf,"Qur'an, Afghanistan, Herat",pmm,https://tilingsearch.mit.edu/HTML/data208/TIEM294.html,set2,contents/data208/TIEM294.svg
NIS1,html/data208/NIS1.html,contents/data208/NIS1.pdf,"Mahruq Imamzadeh, Nishabur",p4g,https://tilingsearch.mit.edu/HTML/data208/NIS1.html,set3,contents/data208/NIS1.svg
FE6,html/data208/FE6.html,contents/data208/FE6.pdf,"French Embassy, Cairo",cmm,https://tilingsearch.mit.edu/HTML/data208/FE6.html,set1,contents/data208/FE6.svg
OK6A,html/data208/OK6A.html,contents/data208/OK6A.pdf,Wooden ceiling,p4m,https://tilingsearch.mit.edu/HTML/data208/OK6A.html,set2,contents/data208/OK6A.svg
OK11,html/data208/OK11.html,contents/data208/OK11.pdf,"Mihrab, Sultan al-Ashraf mosque",pmm,https://tilingsearch.mit.edu/HTML/data208/OK11.html,set2,contents/data208/OK11.svg
OK6,html/data208/OK6.html,contents/data208/OK6.pdf,Wooden ceiling,p4m,https://tilingsearch.mit.edu/HTML/data208/OK6.html,set3,contents/data208/OK6.svg
CL64,html/data208/CL64.html,contents/data208/CL64.pdf,Syria and Spain,cmm,https://tilingsearch.mit.edu/HTML/data208/CL64.html,set1,contents/data208/CL64.svg
OK5,html/data208/OK5.html,contents/data208/OK5.pdf,Wooden ceiling,p4m,https://tilingsearch.mit.edu/HTML/data208/OK5.html,set2,contents/data208/OK5.svg
CL29,html/data208/CL29.html,contents/data208/CL29.pdf,Panel of a Tunisian piece of furniture,p6m,https://tilingsearch.mit.edu/HTML/data208/CL29.html,set1,contents/data208/CL29.svg
CL44,html/data208/CL44.html,contents/data208/CL44.pdf,"Tunis, Painted panel",p4m,https://tilingsearch.mit.edu/HTML/data208/CL44.html,set1,contents/data208/CL44.svg
FE5,html/data208/FE5.html,contents/data208/FE5.pdf,"French Embassy, Cairo",cmm,https://tilingsearch.mit.edu/HTML/data208/FE5.html,set2,contents/data208/FE5.svg
FE4,html/data208/FE4.html,contents/data208/FE4.pdf,"French Embassy, Cairo",p4g,https://tilingsearch.mit.edu/HTML/data208/FE4.html,set1,contents/data208/FE4.svg
CL45,html/data208/CL45.html,contents/data208/CL45.pdf,"Alhambra, Stained glass window of the courtyard of the Patio de los Arrayanes",pmm,https://tilingsearch.mit.edu/HTML/data208/CL45.html,set1,contents/data208/CL45.svg
DW1,html/data208/DW1.html,contents/data208/DW1.pdf,Wooden panel in Islamic style,p4,https://tilingsearch.mit.edu/HTML/data208/DW1.html,set1,contents/data208/DW1.svg
CL3,html/data208/CL3.html,contents/data208/CL3.pdf,Carpentry in Tunisia,p6m,https://tilingsearch.mit.edu/HTML/data208/CL3.html,set1,contents/data208/CL3.svg
OK4,html/data208/OK4.html,contents/data208/OK4.pdf,Frieze on mihrab wall,p4m,https://tilingsearch.mit.edu/HTML/data208/OK4.html,set3,contents/data208/OK4.svg
CL49,html/data208/CL49.html,contents/data208/CL49.pdf,"Cairo, Door panel, wood and ivory",p4m,https://tilingsearch.mit.edu/HTML/data208/CL49.html,set1,contents/data208/CL49.svg
CL73,html/data208/CL73.html,contents/data208/CL73.pdf,Tunis: Dar el-Bey,p4,https://tilingsearch.mit.edu/HTML/data208/CL73.html,set1,contents/data208/CL73.svg
CL39,html/data208/CL39.html,contents/data208/CL39.pdf,"Dar el Bay, Office of the Prime Minister",p4m,https://tilingsearch.mit.edu/HTML/data208/CL39.html,set1,contents/data208/CL39.svg
FE3,html/data208/FE3.html,contents/data208/FE3.pdf,"French Embassy, Cairo",cmm,https://tilingsearch.mit.edu/HTML/data208/FE3.html,set2,contents/data208/FE3.svg
CL35,html/data208/CL35.html,contents/data208/CL35.pdf,"Dar el Bey, Tunis, Tunisia",p4m,https://tilingsearch.mit.edu/HTML/data208/CL35.html,set1,contents/data208/CL35.svg
OK3,html/data208/OK3.html,contents/data208/OK3.pdf,Window in mihraab wall,p4m,https://tilingsearch.mit.edu/HTML/data208/OK3.html,set2,contents/data208/OK3.svg
SM32,html/data208/SM32.html,contents/data208/SM32.pdf,Fatehpur Sikri,p6m,https://tilingsearch.mit.edu/HTML/data208/SM32.html,set2,contents/data208/SM32.svg
CL58,html/data208/CL58.html,contents/data208/CL58.pdf,Tunis: panel in a piece of carved wooden furniture,p4m,https://tilingsearch.mit.edu/HTML/data208/CL58.html,set1,contents/data208/CL58.svg
OK2,html/data208/OK2.html,contents/data208/OK2.pdf,"Quran box, inlaid wood",p6m,https://tilingsearch.mit.edu/HTML/data208/OK2.html,set3,contents/data208/OK2.svg
OK15,html/data208/OK15.html,contents/data208/OK15.pdf,Surround of fountain,p6m,https://tilingsearch.mit.edu/HTML/data208/OK15.html,set3,contents/data208/OK15.svg
CL63,html/data208/CL63.html,contents/data208/CL63.pdf,Three uses in Cairo,cmm,https://tilingsearch.mit.edu/HTML/data208/CL63.html,set1,contents/data208/CL63.svg
CL55,html/data208/CL55.html,contents/data208/CL55.pdf,Damascus: mosaic of mother-of-pearl and ivory,p4m,https://tilingsearch.mit.edu/HTML/data208/CL55.html,set1,contents/data208/CL55.svg
FE2,html/data208/FE2.html,contents/data208/FE2.pdf,"French Embassy, Cairo",cmm,https://tilingsearch.mit.edu/HTML/data208/FE2.html,set1,contents/data208/FE2.svg
